date,open,high,low,close,I31000150F,I31000160F,I31000170F,I31000300F,I31000330F,turnover,I310006300,I310006400,I310001200,I310020032,I310020132,I310020232,I310020332,I310020432,I310020532,I310020632,I310020732,I310020832,net_priv_fund,I310021032,I310021132,I310021232,net_foreign,I310024132,gap,priv_fund_ratio,factor_rank,position,strategy_ret,strategy_net,equity
2023-01-10,2180.74,2215.82,2155.8,2181.79,-0.13,-1.28,4.98,2140.24,2145.65,12599726908831,1268365014,1231839144,27.2179484289115,79013,101841,15695,7568,3602,-3967,-19308,-2134,-4780,-71691,-408,-72099,6914,-26417,-40992,-0.0017897603735153498,-5.899427379750053e-09,,0.0,-0.0,-0.0,1.0
2023-01-11,2196.73,2222.04,2168.47,2194.2,0.57,-0.72,8.08,2159.66,2145.53,11633568500380,1325959789,1229930333,27.1430759511877,234491,298591,-4624,7736,-2602,1196,6945,-11103,-414708,194220,-2900,191319,425811,-72749,-40992,0.006847588448017479,1.5903533750148364e-08,,0.0,0.0,0.0,1.0
2023-01-12,2210.6,2230.55,2174.59,2197.3,0.14,0.01,7.54,2177.94,2144.17,12921664247665,1407517625,1240949573,27.1321804190292,-463270,-453283,9079,33427,-4661,-1203,-52360,-5464,48701,421567,-1533,420034,-43236,5730,-40992,0.0074742502962355725,3.442369154486098e-08,,0.0,0.0,0.0,1.0
2023-01-13,2205.51,2242.28,2187.31,2214.82,0.8,0.83,10.49,2194.55,2145.34,11976267585608,1487371050,1255483608,27.2036609445746,165542,149508,-3703,18593,-1237,-2564,21537,-4200,-647871,491142,-4614,486528,652071,-16592,-40992,0.003736403768261064,4.021578276253107e-08,,0.0,0.0,0.0,1.0
2023-01-16,2223.16,2256.7,2198.13,2230.16,0.69,1.99,8.34,2203.65,2147.51,11978766804145,1548534203,1273066451,27.2787906739512,226553,194029,10214,15975,-2108,-4878,1904,-48620,-508579,342704,-12058,330647,557200,11418,-40992,0.003765543023812179,2.8039930730356904e-08,,0.0,0.0,0.0,1.0
2023-01-17,2232.89,2253.55,2194.32,2213.29,-0.76,1.21,7.3,2209.95,2149.08,12381120876537,1563588902,1297022123,27.3321068657925,-456301,-258452,-28714,-14254,-1480,-2729,-68657,-2078,344729,116136,-2485,113652,-342650,-82014,-40992,0.0012241274168669596,9.536323919292114e-09,,0.0,0.0,0.0,1.0
2023-01-18,2214.02,2233.77,2177.27,2203.7,-0.43,0.78,5.23,2211.85,2151.38,11836712422829,1550512207,1304657500,27.2647270901815,-235888,-66711,-16813,-55733,933,-12526,-30685,-17034,171658,83385,-2121,81263,-154624,-54353,-40992,0.00032982573453999166,6.824260482614098e-09,,0.0,0.0,0.0,1.0
2023-01-19,2191.9,2231.96,2176.61,2215.07,0.52,1.52,6.61,2215.41,2154.38,11260458771332,1464430575,1304966079,27.3752007956566,-324343,-156628,-7291,-18682,-572,-12145,-74209,-12214,-211334,550288,-2397,547891,223548,-54818,-40992,-0.005354630848118949,4.62945650843034e-08,,0.0,-0.0,-0.0,1.0
2023-01-20,2217.18,2248.31,2194.0,2228.07,0.59,3.26,8.32,2218.06,2156.57,11042428149303,1403819264,1306766298,27.3491256246315,54087,15136,11759,15405,4721,1141,-20103,-6810,-267528,222672,-2420,220252,274339,26028,-40992,0.0009525658331337937,1.903196175960405e-08,,0.0,0.0,0.0,1.0
2023-01-23,2217.18,2248.31,2194.0,2228.07,0.59,3.26,8.32,2218.06,2156.57,11042428149303,1403819264,1306766298,27.3491256246315,54087,15136,11759,15405,4721,1141,-20103,-6810,-267528,222672,-2420,220252,274339,26028,-40992,-0.004887638180129137,1.934154109947377e-08,,0.0,-0.0,-0.0,1.0
2023-01-24,2217.18,2248.31,2194.0,2228.07,0.59,3.26,8.32,2218.06,2156.57,11042428149303,1403819264,1306766298,27.3491256246315,54087,15136,11759,15405,4721,1141,-20103,-6810,-267528,222672,-2420,220252,274339,26028,-40992,-0.004887638180129137,1.9802059215793055e-08,,0.0,-0.0,-0.0,1.0
2023-01-25,2260.84,2287.39,2237.65,2264.71,1.64,5.85,9.08,2224.97,2162.83,14184393042828,1367574874,1315711458,27.4922564659332,213873,188162,-16214,11090,-4786,-1942,-251,-22641,-1116624,931837,-6445,925392,1139265,37815,-40992,0.01470779643368475,7.954609985801837e-08,,0.0,0.0,0.0,1.0
2023-01-26,2269.32,2310.79,2246.26,2295.63,1.37,7.17,10.08,2241.44,2170.51,17152872312359,1385836280,1344474894,27.4984480644158,285209,148681,13557,115273,-1357,1152,17549,-29291,-1130955,877896,-2858,875038,1160246,-9647,-40992,0.002035580714528627,6.8091377561892e-08,,0.0,0.0,0.0,1.0
2023-01-27,2303.05,2337.89,2274.58,2311.25,0.68,7.06,8.97,2262.95,2178.13,16209908855860,1407296009,1363441137,27.5619997370938,186505,269426,-21603,-23340,1322,-2049,-11746,-43132,-1095339,959355,-7388,951967,1138472,-25505,-40992,0.0032322281900829283,6.888747843329126e-08,,0.0,0.0,0.0,1.0
2023-01-30,2315.12,2335.05,2264.41,2279.88,-1.36,10.21,8.73,2275.91,2186.54,16410849697657,1453049003,1378576658,27.4546712319736,-454508,-287989,-10924,-93824,6138,-2437,53850,-73292,535406,-11214,3609,-7605,-462113,-119321,-40992,0.0016744186046511156,-7.475954939129464e-10,,0.0,0.0,0.0,1.0
2023-01-31,2280.71,2310.39,2228.52,2252.2,-1.21,8.87,5.93,2280.73,2195.72,18161352858444,1512124163,1397935035,27.15114098679,102651,237909,-10041,-100449,9452,-5384,6115,-6735,266859,-363002,226,-362777,-260125,-34951,-40992,0.00036405424846918576,-2.2102091752918634e-08,,0.0,0.0,0.0,1.0
2023-02-01,2273.78,2307.63,2239.02,2279.63,1.22,10.2,5.77,2283.72,2206.88,17182211050335,1570314438,1431034468,27.221958603025,-123685,-8417,14170,-2020,223,2423,-73538,-27153,-245376,395194,1021,396216,272529,-56526,-40992,0.009581742296421447,2.321469833717284e-08,,0.0,0.0,0.0,1.0
2023-02-02,2310.35,2336.73,2275.57,2302.14,0.99,11.95,6.93,2285.02,2219.16,17662085436290,1622907195,1460174348,27.2547262153152,-103237,-62957,23555,6309,4263,-2783,-37072,60405,-746915,792323,-2577,789747,686510,-34552,-40992,0.013475871084342545,4.6266275757965326e-08,,0.0,0.0,0.0,1.0
2023-02-03,2305.53,2335.9,2274.08,2313.28,0.48,12.49,8.1,2285.43,2229.97,16682881305117,1627696631,1477866159,27.3066088561238,-183582,-49142,22919,-54172,-8228,2764,-39341,14541,-421999,591810,-770,591040,407458,-58380,-40992,0.0014725429383097152,3.4367843160373354e-08,,0.0,0.0,0.0,1.0
2023-02-06,2297.38,2320.05,2256.9,2272.8,-1.75,6.62,5.5,2284.01,2238.32,15495625514545,1681514280,1501627871,27.1058210416917,-613323,-583301,-10447,-1794,-3312,-621,53460,2988,919718,-310873,1491,-309383,-922706,-67308,-40992,-0.006873357310831413,-1.8247113899844645e-08,,0.0,-0.0,-0.0,1.0
2023-02-07,2272.64,2313.55,2254.63,2288.18,0.68,7.34,5.07,2291.21,2246.14,16918809918786,1705322540,1527159254,27.0915676438666,-21854,-89504,-12586,-30052,771,-1118,-11606,-4049,-22551,50884,-2432,48453,26599,122240,-40992,-7.039774727222335e-05,3.030916255061987e-09,,0.0,-0.0,-0.0,1.0
2023-02-08,2305.9,2343.47,2285.86,2320.77,1.42,8.87,5.1,2299.43,2252.94,17292714128143,1724965072,1552847147,27.2143463625021,64631,-8895,1289,62456,3870,5851,-50725,-52124,-623022,623176,-12660,610516,675146,50785,-40992,0.007744146002499916,3.707080960070007e-08,,0.0,0.0,0.0,1.0
2023-02-09,2312.02,2347.94,2282.24,2318.91,-0.08,6.15,4.09,2302.79,2259.8,18696660579515,1737027465,1577339960,27.1594235074412,-470217,-342591,-7093,8359,-437,1961,-25208,-23550,172118,321570,80,321649,-148568,-105207,-40992,-0.0037703003744446887,1.889660971267656e-08,,0.0,-0.0,-0.0,1.0
2023-02-10,2310.28,2337.78,2275.09,2306.01,-0.56,5.69,4.74,2301.33,2265.39,18686161241066,1800159380,1596416057,27.2522940711014,-848274,-502367,-15652,-78799,197,7311,-35644,1907,909695,-68239,4912,-63328,-911602,-223321,-40992,-0.003721576085315797,-3.917730073686804e-09,,0.0,-0.0,-0.0,1.0
2023-02-13,2301.49,2324.68,2265.39,2294.95,-0.48,3.62,0.64,2305.76,2270.27,16801802299877,1783782733,1595694148,27.3163629864999,-438274,-233466,-13876,-84209,54,6464,-15046,-37849,331241,142617,2267,144884,-293392,-98195,-40992,-0.001960095576342009,8.06692389638632e-09,,0.0,-0.0,-0.0,1.0
2023-02-14,2312.35,2341.15,2285.29,2308.35,0.58,4.22,1.61,2309.8,2274.95,16186999203088,1768698060,1597491007,27.2971694286697,302158,311989,-18485,13822,7023,13210,37806,4276,-476703,168285,1985,170270,472428,-63207,-40992,0.007581864528639008,9.598258818344478e-09,,0.0,0.0,0.0,1.0
2023-02-15,2316.75,2335.43,2253.54,2269.54,-1.68,2.47,-0.65,2299.55,2276.92,18931939942924,1759555194,1605602394,27.262734460756,-1002606,-664920,-10150,-68827,-406,-30289,-57278,-590,1308397,-306239,1039,-305201,-1307807,-170733,-40992,0.003638962895574801,-1.7145956376131567e-08,,0.0,0.0,0.0,1.0
2023-02-16,2284.24,2333.83,2266.74,2315.2,2.01,3.81,1.47,2298.81,2282.01,17932643888104,1686576944,1608086971,27.2440281666552,973693,887006,4436,29113,1156,10991,1378,62805,-1300504,267358,-3352,264006,1237699,39611,-40992,0.006477083461846814,1.5098225049828354e-08,,0.0,0.0,0.0,1.0
2023-02-17,2289.72,2328.89,2263.7,2291.98,-1,3.56,1.92,2296,2286.43,17032585730101,1573136438,1602072115,27.2117615473887,-562799,-475663,-1166,-32601,926,11558,-22952,41821,612765,-94583,2797,-91786,-654585,-42902,-40992,-0.011005528680027653,-5.44293853435948e-09,,0.0,-0.0,-0.0,1.0
2023-02-20,2298.2,2329.1,2259.66,2304.99,0.57,3.45,2.53,2298.01,2290.92,16258863135738,1493598866,1602986221,27.1783313106316,257041,303413,-8227,-3754,-879,15767,-21652,25864,-164828,-120818,2741,-118077,138964,-27628,-40992,0.0027138107662369655,-6.996395501839157e-09,,0.0,0.0,0.0,1.0
2023-02-21,2307.56,2336.84,2277.3,2306.79,0.08,3.53,3.64,2297.7,2294.86,16819884523094,1471641483,1614446562,27.1330496902657,-120810,-227150,1262,39407,-338,17597,20854,31498,77978,18110,-6775,11334,-109476,27560,-40992,0.001114972299229135,1.0410927863054344e-09,,0.0,0.0,0.0,1.0
2023-02-22,2280.42,2306.22,2249.0,2266.52,-1.75,1.73,2.62,2297.1,2294.95,18184279336937,1423655802,1619622627,27.0923678657658,-891103,-575987,-16260,-82071,1129,18344,-91334,-19006,1406275,-502917,6751,-496166,-1387269,-144923,-40992,-0.011431469704654473,-2.9161960345055736e-08,,0.0,-0.0,-0.0,1.0
2023-02-23,2278.41,2318.42,2254.63,2288.79,0.98,2.73,2.73,2291.81,2294.61,17225239733437,1369442663,1603988567,27.1627439306433,299248,345629,-12203,-4695,-1886,11403,-47700,9350,-316752,8628,-474,8155,307402,8699,-40992,0.005245927677673205,5.044383768336162e-10,,0.0,0.0,0.0,1.0
2023-02-24,2291.46,2319.43,2255.45,2272.08,-0.73,1.98,0.84,2287.83,2292.65,17258546344602,1407542557,1602133751,27.1025585207209,-153746,-95716,1417,-7098,2815,15710,-12841,18461,495682,-362363,1967,-360396,-514142,-58034,-40992,0.001166555254086252,-2.112982319751581e-08,,0.0,0.0,0.0,1.0
2023-02-27,2255.67,2279.98,2223.17,2255.74,-0.72,-2.4,0.5,2277.98,2291.44,16930721289136,1446115023,1601252726,27.0586117001281,-501921,-550029,-11199,39437,3243,15554,13322,68840,740073,-309553,2561,-306992,-808913,-12251,-40992,-0.007222456955740931,-1.791007635295298e-08,,0.0,-0.0,-0.0,1.0
2023-02-28,2265.82,2304.0,2241.98,2267.09,0.5,-1.91,2.4,2270.04,2292.19,19431903319590,1445883259,1597886336,26.9797010823962,355794,253791,-6283,76147,-1415,13574,29239,138802,-277319,-216142,-1134,-217278,138516,-9258,-40992,0.004468600104622156,-1.213862320636053e-08,,0.0,0.0,0.0,1.0
2023-03-01,2265.82,2304.0,2241.98,2267.09,0.5,-1.91,2.4,2270.04,2292.19,19431903319590,1445883259,1597886336,26.9797010823962,355794,253791,-6283,76147,-1415,13574,29239,138802,-277319,-216142,-1134,-217278,138516,-9258,-40992,-0.0005601894940209615,-1.1970870434331827e-08,,0.0,-0.0,-0.0,1.0
2023-03-02,2271.3,2316.2,2244.48,2274.37,0.32,-1.21,1.57,2271.61,2291.92,20090091968708,1423459246,1582908829,26.9850014852641,-297138,-332634,2024,46277,2114,13684,-27108,-67629,-92004,455435,1335,456772,159634,-1495,-40992,0.0018570061179750412,2.444811672058366e-08,,0.0,0.0,0.0,1.0
2023-03-03,2284.34,2318.1,2254.12,2282.77,0.37,-1.32,1.94,2270.41,2290.96,18482135624505,1449366929,1560603500,26.8657501802281,55017,1880,-4899,43970,-3620,9617,-46289,4484,-206584,147112,-29,147083,202100,54358,-40992,0.004383631511143857,7.794694179479212e-09,,0.0,0.0,0.0,1.0
2023-03-06,2303.54,2337.49,2271.51,2315.19,1.42,1.87,5.11,2279.03,2291.05,22118755078614,1445917495,1556688968,26.9214021986963,254366,215349,16689,45550,-1512,-690,-9729,-17668,-402950,170754,-4500,166254,420619,-11293,-40992,0.009098595127849054,8.57588073771962e-09,,0.0,0.0,0.0,1.0
2023-03-07,2313.33,2349.02,2281.3,2310.75,-0.19,0.99,5.43,2290.03,2292.95,23621008322594,1494344899,1554460380,26.8288541502284,-338626,-325487,9866,14205,-2299,15833,4233,3750,30177,308254,-3556,304698,-33927,-54977,-40992,-0.0008033897865834456,1.4856488761978601e-08,,0.0,-0.0,-0.0,1.0
2023-03-08,2290.01,2321.21,2257.27,2284.76,-1.12,-1.55,4.49,2293.57,2292.78,22378007926649,1518190684,1551103372,26.7623685792331,-1133210,-1033933,-11439,-19282,1945,-2280,-15115,-59839,1198694,-11314,5668,-5646,-1138856,-53104,-40992,-0.008975440874174958,-5.302277680389788e-10,,0.0,-0.0,-0.0,1.0
2023-03-09,2294.58,2322.8,2250.19,2274.13,-0.47,-1.93,2.9,2293.52,2290.45,21775547223417,1587210291,1548470133,26.717611281612,411840,431655,4385,30929,11917,15249,-23216,15028,782182,-1212460,3410,-1209050,-797210,-59080,-40992,0.00429804443355088,-5.593794320037897e-08,,0.0,0.0,0.0,1.0
2023-03-10,2244.44,2275.93,2215.29,2243.19,-1.36,-2.72,1.5,2285.6,2286.66,18334931402943,1611586820,1529243339,26.743780807228,-418793,-348627,-7769,-15051,2429,20235,83844,42284,852808,-482550,6252,-476298,-895091,-153856,-40992,-0.013055542119403928,-2.2293162838913576e-08,,0.0,-0.0,-0.0,1.0
2023-03-13,2241.54,2277.86,2202.5,2255.8,0.56,-1.71,2.7,2273.73,2284.15,17939911133947,1602102305,1507174699,26.8164008669672,265198,197190,-13330,-23582,2383,19583,71686,3591,-431971,163426,-245,163182,428379,11269,-40992,-0.0007355596271381786,7.8532884649529e-09,,0.0,-0.0,-0.0,1.0
2023-03-14,2237.19,2255.11,2180.82,2193.33,-2.77,-4.98,-1.41,2250.24,2279.07,18534555796867,1575862349,1502480284,26.8721910319313,-257286,-36608,-3363,-110369,11513,23408,39287,44058,1060190,-850588,3625,-846963,-1104248,-181154,-40992,-0.008249844844401156,-4.297507148162476e-08,,0.0,-0.0,-0.0,1.0
2023-03-15,2226.0,2262.67,2196.0,2226.7,1.52,-1.89,1.61,2238.63,2274.99,18144794364586,1543342579,1494764501,26.7927832974332,260298,230088,11368,28611,1558,14880,21772,23331,-570285,290173,-3518,286657,546954,-47980,-40992,0.014895159415135924,1.53158343008047e-08,,0.0,0.0,0.0,1.0
2023-03-16,2205.79,2250.62,2176.74,2222.43,-0.19,-4.01,1.63,2228.29,2272.63,19937557753564,1472821313,1476786663,26.7143964234066,-141166,-252292,-7386,21953,-137,11102,69236,16702,527407,-402708,-235,-402944,-544109,16357,-40992,-0.009390577985359435,-2.1676198265232107e-08,0.15,0.0,-0.0,-0.0,1.0
2023-03-17,2248.5,2287.42,2211.65,2251.15,1.29,-1.78,2.95,2229.88,2269.43,22733734098743,1456092694,1471622277,26.7964532339331,203623,141998,-2847,32974,-3138,11942,-8547,-2568,-414512,219459,-6002,213457,417080,31241,-40992,0.011730403207300191,1.1278535936927826e-08,0.5833333333333334,0.0,0.0,0.0,1.0
2023-03-20,2244.24,2283.39,2213.86,2239.42,-0.52,-2.84,3.78,2226.61,2266.8,17471725776115,1447117256,1475669903,26.6637868911421,45980,89248,-2352,1879,814,13001,-8911,-27681,208477,-228113,1335,-226777,-180797,-47699,-40992,-0.0030695422339694417,-1.1779974256313035e-08,0.26666666666666666,0.0,-0.0,-0.0,1.0
2023-03-21,2252.74,2282.07,2223.04,2245.75,0.28,-2.65,4.21,2237.09,2263.84,18985915115770,1411164549,1481871705,26.6292358238898,95676,101588,8175,19849,5125,5969,-4773,9916,103074,-208073,-595,-208667,-112991,-40257,-40992,0.005947968670459185,-1.0695231188546874e-08,0.2833333333333333,0.0,0.0,0.0,1.0
2023-03-22,2270.24,2297.18,2238.33,2271.9,1.16,0.24,4.01,2246.13,2262.09,20373969644359,1437674883,1486272851,26.6678789475916,204681,115312,3908,40827,7469,7446,-2974,-33171,-437411,262248,3654,265902,470583,32694,-40992,0.010905042858733066,1.3177907061240395e-08,0.6,0.0,0.0,0.0,1.0
2023-03-23,2255.59,2309.36,2231.17,2279.47,0.33,-0.41,6.54,2257.54,2262.74,28120197380404,1499126332,1495654295,26.7972275814537,259421,160622,10987,42138,3088,-4046,20955,-20774,-605405,371967,-5208,366757,626179,25676,-40992,-0.007179013160790503,1.727098146317713e-08,0.6666666666666666,0.0,-0.0,-0.0,1.0
2023-03-24,2285.34,2315.3,2243.81,2278.54,-0.04,0.28,6.5,2263.02,2262.23,22828107456939,1545650554,1515674250,26.7036916384207,-333056,-402042,-254,43099,6216,5269,-12836,-97693,504740,-81146,7154,-73992,-407047,27493,-40992,0.0025751600152668585,-3.764430493322042e-09,0.3333333333333333,0.0,0.0,0.0,1.0
2023-03-27,2283.86,2310.38,2241.59,2273.23,-0.23,0.78,5.3,2269.78,2262.29,21779640199988,1584479449,1519904126,26.5904774053999,-40309,123103,-617,-28470,4874,-2626,-63211,-16561,427987,-373926,2808,-371118,-411426,-73362,-40992,0.0023348284427748313,-1.6680044598761312e-08,0.18333333333333332,0.0,0.0,0.0,1.0
2023-03-28,2281.75,2319.15,2252.07,2296.85,1.04,1.31,8.78,2280,2264.34,22547747383145,1652906834,1533569658,26.6167974293629,366956,381636,-3492,7055,750,-10716,-30454,-20025,-177886,-169797,753,-169044,197912,22176,-40992,0.0037479709488261116,-7.341007183609804e-09,0.26666666666666666,0.0,0.0,0.0,1.0
2023-03-29,2294.4,2330.46,2270.24,2307.21,0.45,1.77,11.53,2287.06,2266.35,23229232548419,1687343163,1546637827,26.5258359672999,322393,142127,18228,34275,670,-4147,62034,-29219,-382341,95194,-6027,89167,411560,69207,-40992,-0.0010666782767702802,4.0164575449073696e-09,0.45,0.0,-0.0,-0.0,1.0
2023-03-30,2323.99,2353.13,2287.34,2317.34,0.44,2.22,12.02,2294.63,2268.5,25532951573813,1759254990,1579603231,26.4870014913602,-380741,-19598,-4504,14225,-990,-280371,19348,268658,-31450,140926,2607,143533,-237208,-108853,-40992,0.007272853359685397,6.078710383887181e-09,0.4666666666666667,0.0,0.0,0.0,1.0
2023-03-31,2329.3,2370.59,2300.96,2340.17,0.99,3.22,13.12,2306.96,2271.37,26163133454792,1783888984,1599304763,26.6348982188831,62509,209018,4341,22695,-172124,-2816,37012,-30345,-596023,570351,-6493,563858,626367,-35617,-40992,0.005161089870282322,2.391354557676556e-08,0.8,0.0,0.0,0.0,1.0
2023-04-03,2353.2,2379.79,2308.77,2337.09,-0.13,2.38,13.64,2319.73,2272.46,24301497217994,1835430179,1617282297,26.5199446837532,-433178,-399455,86,26324,-402,-4602,-28169,-1124,600430,-168718,2591,-166127,-599307,-26961,-40992,0.005567971557621773,-6.9274730691766365e-09,0.3,0.0,0.0,0.0,1.0
2023-04-04,2340.63,2384.67,2307.15,2346.25,0.39,2.78,11.88,2329.61,2274.24,26600095082325,1902819324,1635688264,26.4806188757615,196814,319749,-15602,12660,-12947,-3799,-93125,-26333,213345,-383550,-277,-383827,-187012,-10123,-40992,0.0015147041834075554,-1.5241175372338373e-08,0.2,0.0,0.0,0.0,1.0
2023-04-05,2349.86,2393.59,2325.53,2365.25,0.81,3.61,12.32,2341.22,2278.26,22862093007487,1943187130,1652886939,26.4586485820207,361936,364376,5313,44360,-2634,-8874,-33284,-48440,-494470,186608,-5634,180974,542910,-7320,-40992,0.0015386254661694735,7.436965630481572e-09,0.5166666666666667,0.0,0.0,0.0,1.0
2023-04-06,2358.99,2383.48,2310.9,2329.13,-1.53,0.6,9.26,2343.58,2281.01,23346920489958,1925325774,1664132102,26.2913747929215,-608115,-551734,6235,-53200,-468,-8718,21425,22207,1288216,-708316,6007,-702309,-1310424,-21653,-40992,-0.0026466546876652438,-2.872939542090322e-08,0.06666666666666667,0.0,-0.0,-0.0,1.0
2023-04-07,2350.17,2392.29,2323.43,2366.66,1.61,2.42,11.02,2348.88,2287.18,24915052702053,1940063214,1681423862,26.4848247484996,405830,233191,26173,75694,-10270,-4706,17953,8918,-1167418,756032,-3362,752670,1158499,67794,-40992,0.009033415910661905,3.0978402792275606e-08,0.8833333333333333,1.0,0.009033415910661905,0.007533415910661905,1.007533415910662
2023-04-10,2367.97,2426.95,2338.36,2387.42,0.88,6.43,9.42,2358.94,2293.76,30923266728714,1992580639,1714901881,26.5522760232057,-334955,-234438,3471,22821,-7787,-11747,-13837,-96459,-90318,528704,-6971,521732,186777,-93439,-40992,0.0005535226859793741,2.0548564715833107e-08,0.8166666666666667,0.0,0.0,0.0,1.007533415910662
2023-04-11,2399.97,2452.01,2361.84,2419.98,1.36,7.88,10.29,2373.69,2305.1,30283721157089,1975199798,1735522626,26.5387837541331,324254,270164,-760,-20228,-1751,-16854,77766,-30288,-432875,141027,-2119,138909,463162,15920,-40992,0.005256720644042408,5.328567847313208e-09,0.5,0.0,0.0,0.0,1.007533415910662
2023-04-12,2420.09,2467.53,2381.6,2421.48,0.06,7.95,10.2,2384.93,2314.84,31131357230888,2066390931,1783649027,26.6304801048093,-224471,-175208,-17766,-19462,675,-10980,-35646,-205168,-20925,451060,-495,450565,226094,33916,-40992,4.545492111510315e-05,1.6040504225945382e-08,0.7166666666666667,0.0,0.0,0.0,1.007533415910662
2023-04-13,2406.66,2454.01,2375.1,2428.45,0.29,7.65,9.65,2404.8,2325.14,28399863454697,2098627677,1820583693,26.5796457232113,489744,535301,-5688,-6431,-1865,-1067,-22202,7054,-258724,-236570,-1503,-238073,251671,-8304,-40992,-0.006120223995242646,-8.12099907450329e-09,0.3,0.0,-0.0,-0.0,1.007533415910662
2023-04-14,2448.19,2484.02,2403.2,2438.48,0.41,11.18,10.1,2419.16,2334.5,26707841287097,2140009748,1852403125,26.4729022969467,367129,346885,5446,-53479,-2510,-23107,74696,-7421,-520502,180533,-19739,160794,527923,19201,-40992,0.008128641726204056,6.12200191776148e-09,0.55,0.0,0.0,0.0,1.007533415910662
2023-04-17,2440.93,2474.17,2404.53,2443.16,0.19,8.53,10.39,2430.31,2344.69,25916629479472,2147040658,1889882731,26.3965553240744,-532339,-371572,-13842,10511,-10112,-7638,-12928,-23726,598794,-45152,2424,-42729,-575067,-126757,-40992,0.0010047242544535195,-1.5849545842998671e-09,0.4166666666666667,0.0,0.0,0.0,1.007533415910662
2023-04-18,2451.84,2482.82,2402.2,2440.68,-0.1,8.42,10.75,2434.45,2354.44,30139458765201,2267888356,1949703578,26.453294862902,-811374,-614893,-7103,-72415,-5824,-14324,-27103,-69713,631403,247202,2481,249684,-561691,-69713,-40992,0.0035527759131617626,8.686241225452885e-09,0.6666666666666666,0.0,0.0,0.0,1.007533415910662
2023-04-19,2441.49,2478.85,2413.78,2443.33,0.11,8.54,10.3,2438.82,2363.01,27248708851480,2329154555,2006518945,26.4202386310145,21484,37911,-9394,1322,2975,-3613,40822,-23560,128707,-127745,1113,-126631,-105148,-48540,-40992,0.00033187472343770814,-4.614648182198293e-09,0.38333333333333336,0.0,0.0,0.0,1.007533415910662
2023-04-20,2433.98,2466.6,2395.67,2423.51,-0.81,8.22,8.77,2437.83,2370.21,25936700470168,2501154355,2071090699,26.5273002564961,-307869,-16367,-14576,-104015,20259,-4512,-84700,-1000,422530,-116912,3249,-113662,-421531,-103956,-40992,-0.003826744647673425,-4.29983701965832e-09,0.4,0.0,-0.0,-0.0,1.007533415910662
2023-04-21,2420.61,2447.56,2375.09,2404.54,-0.78,7.07,7.92,2431.04,2376.51,25286136083659,2598657023,2115654742,26.6609558093702,-143961,244646,-25260,-174882,-642,-477,-36925,-22095,83676,80130,2250,82380,-61581,-150422,-40992,-0.0011966115262574079,2.9781985241963674e-09,0.5333333333333333,0.0,-0.0,-0.0,1.007533415910662
2023-04-24,2395.8,2429.8,2356.62,2382.32,-0.92,4.55,6.92,2418.88,2381.97,21695007506756,2555375733,2132606802,26.7111983055885,-7567,205294,-15850,-94135,3321,-3158,-51350,-18502,89681,-60948,-2664,-63612,-71179,-51690,-40992,-0.00363479085396782,-2.338648816562402e-09,0.45,0.0,-0.0,-0.0,1.007533415910662
2023-04-25,2387.6,2416.35,2316.87,2349.56,-1.38,3.12,3.75,2400.65,2384.6,25126680853630,2510221296,2164032193,26.7571429643407,-116951,109454,-4378,-123739,2826,-2716,-48972,11766,200380,-96932,1737,-95195,-212146,-49426,-40992,0.0022163269418045205,-3.868205691828081e-09,0.4166666666666667,0.0,0.0,0.0,1.007533415910662
2023-04-26,2344.88,2385.79,2310.41,2341.73,-0.33,2.77,2.01,2380.33,2386.33,21439783854587,2352577015,2172827408,26.8086519716526,-127433,-43680,-3937,-31166,1326,-3781,26399,31831,356479,-264435,3558,-260877,-388310,-72593,-40992,-0.001991862306133845,-1.1065678946667257e-08,0.26666666666666666,0.0,-0.0,-0.0,1.007533415910662
2023-04-27,2340.1,2383.89,2302.11,2358.54,0.72,3.75,2.05,2367.34,2388.39,21521390513903,2153788485,2169724073,26.7615184558813,-375688,-477049,16257,46749,-96,-4416,42764,14487,30017,329749,1435,331184,-44504,102,-40992,-0.0006960665832525992,1.4328316201708314e-08,0.8,0.0,-0.0,-0.0,1.007533415910662
2023-04-28,2376.94,2412.38,2331.79,2362.32,0.16,2.85,2.21,2358.89,2389.49,25750868048061,1992511523,2167810377,26.8791135095671,-385022,-373684,7157,13355,1838,4162,-9630,-81365,555233,-89435,590,-88846,-473868,-28220,-40992,0.0078014364818913785,-3.870514671281313e-09,0.43333333333333335,0.0,0.0,0.0,1.007533415910662
2023-05-01,2376.94,2412.38,2331.79,2362.32,0.16,2.85,2.21,2358.89,2389.49,25750868048061,1992511523,2167810377,26.8791135095671,-385022,-373684,7157,13355,1838,4162,-9630,-81365,555233,-89435,590,-88846,-473868,-28220,-40992,0.00618883131836495,-3.739246828012102e-09,0.4666666666666667,0.0,0.0,0.0,1.007533415910662
2023-05-02,2370.26,2410.8,2341.4,2385.14,0.97,1.92,3.61,2359.46,2391.9,19032282001516,1918341982,2153334753,26.822994304161,294661,204803,3936,43991,1277,5171,22955,-16126,-777823,501695,-2406,499290,793950,12526,-40992,0.0033611026448576204,2.2102037500386987e-08,0.9333333333333333,0.0,0.0,0.0,1.007533415910662
